name,price,links,society,area,propertyType,bedRooms,bathRooms,additionalRooms,address,floorNum,balcony,facing,agePossesion,nearbyLocation,description,furnishDetails,features,propertyId
"4 Bedroom House in Sector 54, Gurgaon",30.0,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-emaar-the-palm-springs-sector-54-gurgaon-5300-sq-ft-spid-W80339221,"  emaar the palm sprgs, sector 54, gurgaon",5300.0,house,4.0,4.0,"pooja room,study room,servant room,store room","  emaar the palm sprgs, sector 54, gurgaon",,3+,,10+ Year Old,"['Sector 53-54 Metro Station', 'Central Plaza Mall', 'Golf Course Rd', 'Gurgaon - Delhi Expy', 'Sanar International Hospital', 'Sushant University', 'Lancers International School', 'Indira Gandhi Intl Airport', 'DLF Golf and Country Club']","Address:  Sector 54, Gurgaon Sector 54 gurgaon is one of gurgaon's most sought after destination for residential houses and this 4 bhk house in sector 54 gurgaon is your opportunity to be a part of this community. Constructed on a super built up area of 5300 sq.Ft., this house comprises 4 bedrooms, 4 bathrooms and more than 3 b... alconies. The owner of the house also gets 2 covered and 1 open parking slot(s) to park their car safely. Another added advantage of this 10+ years old house is that it is available for immediate possession. The type of ownership of this property is freehold. This independent house is available at an attractive price of 30 crore. The independent house is designed very well and will provide modern facilities such as maintenance staff, visitor parking and park. This independent house has access to clean 24*7 supply of water for its residents.More >>","['1 Water Purifier', '14 Fan', '1 Exhaust Fan', '6 Geyser', '1 Stove', '30 Light', '13 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '6 Wardrobe', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",W80339221
"6 Bedroom House in DLF Phase 1, Gurgaon",18.5,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-plots-dlf-phase-1-gurgaon-4518-sq-ft-spid-S80634449,"  dlf city plots, dlf phase 1, gurgaon",502.0,house,6.0,6.0,"others,servant room,study room,pooja room","  dlf city plots, dlf phase 1, gurgaon",3.0,3+,south-west,5 to 10 Year Old,"['Phase 2 Metro Station', 'Grand Mall', 'Jacaranda Marg', 'NH 148A', 'Lancers International School', 'The NorthCap University', 'RBS HOSPITAL', 'Indira Gandhi Intl Airport']","Address: Old Built-Up Duplex Villa, DLF Phase 1, Gurgaon Duplex villa available for sale in dlf city phase i 
Direct entry from golf course road and ashoka cricent 
Close to qutub plaza market and many more 
Call for more details ","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",,S80634449
"6 Bedroom House in Palam Vihar, Gurgaon",4.65,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-14013-sq-ft-spid-R80417623,"  ansals palam vihar, palam vihar, gurgaon",173.0,house,6.0,6.0,"store room,pooja room","  ansals palam vihar, palam vihar, gurgaon",3.0,3+,west,5 to 10 Year Old,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'HUDA Sector 23 Market', 'Ram Mandir', 'Metro Hospital and Heart Institute Gurgaon', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Kalyan Hospital Gurgaon', 'Ansals plaza underground car parking', 'Ansals Plaza above ground car parking', 'HUDA sector 23 parking', 'Axis bank', 'Punjab national bank', 'Oriental bank of commerce', 'Big Cinemas', 'Cafe Coffee Day', 'Pizza Hut', ""Domino's Pizza"", 'Moti Mahal', 'Pind Baluchi', ""McDonald's"", 'Om Sweets', 'Chiranjiv Bharati School', 'Masti ki Pathshala Teach India', 'Swiss Cottage school', 'THE NORTHCAP UNIVERSITY', 'Palam vihar railway station', 'Bijwasan railway station']","Address: Palam Vihar, Palam Vihar, Gurgaon This house is a very good and excellent spacious house , there are 6 bedrooms , 6 bathrooms , 6 balconies . It is constructed on 173 sqrd plot size , that is located in gurugram top location which is palam vihar , gurugram. ","['6 Wardrobe', '30 Fan', '50 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Park', 'Recently Renovated', 'Bank Attached Property', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal']",R80417623
"6 Bedroom House in Palam Vihar, Gurgaon",4.25,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-14013-sq-ft-spid-H80416169,"  ansals palam vihar, palam vihar, gurgaon",173.0,house,6.0,6.0,"store room,pooja room","  ansals palam vihar, palam vihar, gurgaon",3.0,3+,west,1 to 5 Year Old,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'HUDA Sector 23 Market', 'Ram Mandir', 'Metro Hospital and Heart Institute Gurgaon', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Kalyan Hospital Gurgaon', 'Ansals plaza underground car parking', 'Ansals Plaza above ground car parking', 'HUDA sector 23 parking', 'Axis bank', 'Punjab national bank', 'Oriental bank of commerce', 'Big Cinemas', 'Cafe Coffee Day', 'Pizza Hut', ""Domino's Pizza"", 'Moti Mahal', 'Pind Baluchi', ""McDonald's"", 'Om Sweets', 'Chiranjiv Bharati School', 'Masti ki Pathshala Teach India', 'Swiss Cottage school', 'THE NORTHCAP UNIVERSITY', 'Palam vihar railway station', 'Bijwasan railway station']","Address: Palam Vihar, Palam Vihar, Gurgaon This property is a very good and excellent spacious property , there are 6 bedrooms , 6 bathrooms , 6 balconies , which is made up on 173 sqrd , it is located in most valuable , greenery and top location , which is palam vihar , gurugram. ","['6 Wardrobe', '28 Fan', '50 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['High Ceiling Height', 'False Ceiling Lighting', 'Recently Renovated', 'Bank Attached Property', 'Natural Light', 'Internet/wi-fi connectivity', 'Spacious Interiors']",H80416169
"3 Bedroom House in Sector 7, Gurgaon",2.25,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-huda-flats-sector-7-gurgaon-900-sq-ft-spid-T80055413,"  huda flats, sector 7, gurgaon",100.0,house,3.0,3.0,pooja room,"  huda flats, sector 7, gurgaon",3.0,3+,north-west,5 to 10 Year Old,"['Chintapurni Mandir', 'State bank ATM', 'Taneja Hospital', 'Pearl Dental Clinic', 'Dr. Ashok Jain', 'Dr. Madan Clinic', 'Dev Man Kathuria Clinic', 'Chiranjiv Hospital', 'Ankur Clinic and Maternity Home', 'Shiv Mahima Patient Care Bureau', 'Esic Hospital Gurugram', 'Satyam Hospital Gurgaon', 'Geeta Nursing Home Gurgaon', 'Swastik Maternity and Medical Centre', 'Navjeevan Hospital and Maternity Centre', 'Shri Gobind Hospital', 'Lal Superspeciality Hospital', 'Kr Dental Hub', 'Aryan Hospital', 'Ravi Clinic and Health Care Centre', 'Shree Krishna Hospital Gurgaon', 'Bindal Clinic', 'My Care Clinic', 'M.S Hospital', 'D.R. Rajnis Gupta Clinic', 'Triveni Hospital Gurgaon', 'Mangalam Hospital and Heart Centre Gurgaon', 'Gurgaon Eye Centre', 'Tirath Ram Hospitals Pvt Ltd', 'Prateek Nursing Home And Polyclinic', 'Sparsh Hospital Gurgaon', 'Sethi Hospital Gurgaon', 'Shubham Hospital Gurgaon', 'Bhatnagar Maternity and Nursing Home', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Pasricha Hospital and Maternity Home', 'Sarvodya Hospital', 'Dr. Ajay S. Gupta Clinic', 'Nangia Hospital Ent and Maternity', 'Rama Hospital & Nursing Home', 'Parashar Hospital', 'Dr. Sarvejeet Singh', 'Kathuria Hospital', 'State bank of india', 'Hdfc bank', 'Kotak bank', 'Indian bank', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College']","Address:  Sector 7, Gurgaon Check out this 3 bhk house for sale in sector 7 gurgaon, a popular residential locality that contains many of the in-Demand properties in gurgaon. Constructed on a super built up area of 100 sq.Yards, this house comprises 3 bedrooms, 3 bathrooms and more than 3 balconies. The owner of the house also...  gets 1 covered and 1 open parking slot(s) to park their car safely. Another added advantage of this 5-10 years old house is that it is available for immediate possession. The type of ownership of this property is freehold. This spacious house can be all yours at an attractive price of  2.25 crore. The house will offer a modern lifestyle as it is presented with many of the amenities such as visitor parking. This independent house is well equipped to meet all your water needs through access to municipal corporation supply. This property faces the north-West direction.More >>","['5 Wardrobe', '4 Fan', '5 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Water Storage', 'Visitor Parking', 'Rain Water Harvesting']",T80055413
"16 Bedroom House in B Block Sushant Lok Phase 1, Gurgaon",17.5,https://www.99acres.com/16-bhk-bedroom-independent-house-villa-for-sale-in-b-block-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-H79627285,"  b block sushant lok phase 1, gurgaon",300.0,house,16.0,16.0,servant room,"  b block sushant lok phase 1, gurgaon",5.0,3+,south,Within 3 months,"['Iffco chowk metro station', 'Huda city centre metro station', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Rbs ATM', 'Icici bank ATM', 'Axis bank ATM', 'Punjab national bank ATM', 'Max Hospital', 'Sitaram Bhartia', 'Dr. Kutbuddin Akbary', 'Umkal Hospital', 'Dr. Naval Mendiratta', 'Sidhesh Hospital Gurgaon', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Centre For Sight Gurgaon Sector 29', 'Chikitsa', 'Guardian Pharmacy', 'Axis bank', 'Icici bank', 'Hdfc bank', 'Naveidyam', 'Pizza Hut', 'CCD', 'Drunken Monkey', 'Belgian Waffle', 'The Chicken Boat', 'Starbucks', 'Blue Tokai Coffee Roasters', 'Dighent cafe', 'Balaji Vegetarian Paradise', 'Fat', 'Nowhere Brewpub and cafe', 'Barbecue Grill', 'Roots', 'PWO house', 'MoB Ministory of Beer', 'Park Baluchi', 'Beer & Whisky Bar', 'Bikanervala', 'Gola Sizzles', 'The Oriental Bloom Chinese and Thai', 'Gravity Space Bar', 'Zura', 'Black Mambaa', 'Stones2milestones', 'Mantis Eye LLP', 'PK Online', 'Bahrisons library', 'Ncr library']","Address:  B Block Sushant Lok Phase 1, Gurgaon Newly constructed 300 sq yards building
Stilt plus 4 floor
Entire building is on sale
12 mtrs wide road
A class construction and interior work done. ","['16 Wardrobe', '24 Fan', '1 Exhaust Fan', '16 Geyser', '16 Light', '16 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Internet/wi-fi connectivity', 'Low Density Society', 'Waste Disposal']",H79627285
"3 Bedroom House in Sector 37D, Gurgaon",1.8,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-signature-global-city-37d-ph-2-sector-37d-gurgaon-1440-sq-ft-spid-G79688101,"  signature global city 37d ph 2, sector 37d, gurgaon",1440.0,house,3.0,3.0,pooja room,"  signature global city 37d ph 2, sector 37d, gurgaon",,2,,0 to 1 Year Old,"['The Esplanade Mall', 'Dwarka Expressway', 'MDS Public School', 'DPG Degree College', 'The Signature Advanced Super Speciality', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Gurgaon Railway Station', 'DLF Corporate Greens', 'Tau DeviLal Sports Complex']","Address:  Sector 37D, Gurgaon 3bhk plus pooja room in 37d signature global in 1440 sqft plus terrace hold ready to move floor available ","['Maintenance Staff', 'Water Storage', 'Visitor Parking']",,G79688101
"4 Bedroom House in Sector 48, Gurgaon",11.0,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-3150-sq-ft-spid-N80111907,"  vipul tatvam villa, sector 48, gurgaon",350.0,house,4.0,5.0,"pooja room,store room,study room,servant room","  vipul tatvam villa, sector 48, gurgaon",,3+,,5 to 10 Year Old,"['Athena', 'Star Mall', 'The Sixth Element School', 'K.R.Mangalam World School', 'Medhaam Pre School & Daycare', 'Peer Baba Ki Mazar', 'HDFC Bank', 'Punjab National Bank', 'Axis Bank', 'Sushil Park', 'CoNexus.Life B35', 'World Tech Park', 'Marriott Courtyard', 'Moksh Wellness Pvt Ltd.', 'Bharat Petroleum Petrol Pump']","Address:  Sector 48, Gurgaon Prime location(Sec 48)
360 sq yards 4 bhk villa
Has large rooms with lots of natural light
Peaceful garden and swimming pool
High-Quality materials ensure this home will last
Quiet and safe community ","['8 Fan', '1 Exhaust Fan', '1 Stove', '20 Light', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",N80111907
"6 Bedroom House in Sector 48, Gurgaon",7.5,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-2583-sq-ft-spid-I79836215,"  vipul tatvam villa, sector 48, gurgaon",287.0,house,6.0,6.0,"pooja room,study room,others,servant room","  vipul tatvam villa, sector 48, gurgaon",2.0,3+,north-west,5 to 10 Year Old,"['Athena', 'Star Mall', 'The Sixth Element School', 'K.R.Mangalam World School', 'Medhaam Pre School & Daycare', 'Peer Baba Ki Mazar', 'HDFC Bank', 'Punjab National Bank', 'Axis Bank', 'Sushil Park', 'CoNexus.Life B35', 'World Tech Park', 'Marriott Courtyard', 'Moksh Wellness Pvt Ltd.', 'Bharat Petroleum Petrol Pump']","Address: B161, Sector 48, Gurgaon 6 bhk tatvam villa in sector 48 sohna road 
 Plot size 287 sqyard 
Facing north gated communities excellent location price 
Interested please call for details ","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",,I79836215
"6 Bedroom House in Sector 47, Gurgaon",2.75,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-47-gurgaon-630-sq-ft-r1-spid-M78515587,"  sector 47, sector 47, gurgaon",72.0,house,6.0,6.0,pooja room,"  sector 47, sector 47, gurgaon",3.0,2,east,5 to 10 Year Old,[],"Address: Sector 47, Sector 47, Gurgaon Luxurious kothi for sale at excellent location & high end specifications with complete security, 6 rooms with attached washrooms and balcony, vaastu compliant homes. Toughened glass balconies with powder coated & s.S. Railing. Spacious layout & excellent interior finishing walking distance to all es... sential amenities.

Kothi for sale in sector 47
- Size-72 sq.Yd 
- Only - 2.5 floor @ 2.75 cr
- North facing

At prime location:-
- Huda city metro station
- St. Xavier's high school
- Mount olympus school
- Delhi public school primary section
- Gd goenka public school
- Sd adarsh vidyalaya sector 47 gurugram
- Park hospital
- Near by market

Tastefully done interiorsMore >>","['Feng Shui / Vaastu Compliant', 'Water Storage', 'Visitor Parking', 'Natural Light', 'Club house / Community Center']",,M78515587
"12 Bedroom House in Patel Nagar, Gurgaon",4.5,https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-patel-nagar-gurgaon-1440-sq-ft-spid-O79720339,"  patel nagar, gurgaon",160.0,house,12.0,12.0,servant room,"  patel nagar, gurgaon",4.0,3+,north-east,0 to 1 Year Old,"['Hanuman Mandir', 'State bank of india ATM', 'Hdfc bank ATM', 'Icici bank ATM', 'Ahmed Hospital Multi Speciality', 'Dayal Eye & Maternity Centre', 'Kalyani Hospital Gurgaon', 'Saraswati Hospital Gurgaon', 'Dr. Sandeep Chauhan', 'Ahooja Eye and Dental Institute Hospital', 'Aarvy Hospital', 'Lotus Hospital Gurgaon', 'Mamta Hospital Gurgaon', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Sharma Hospital Gurgaon', 'Nova Care Clinic', 'Verma E.N.T. Hospital', 'Dental Health Centre', 'Pushpanjali Hospital', 'Gupta Hospital Gurgaon', 'Bansal Medicare and Maternity Centre', 'Pushpanjali Hospital Gurgaon', 'Thakral Nursing and Maternity Home', 'Lall Nursing and Maternity Home', 'Om Charitable Dental & Implant Centre', 'Lall Eye Care Centre', 'M Goel Hospital', 'Shivam Hospital Gurgaon', 'Dentecare - Multispeciality Dental Clinic', 'Jackson Hospital', 'Kharbanda Maternity and Nursing Home', 'Lalit Dental Care', 'Gardian Pharmacy', 'Indian Oil', 'IBP Petrol Pump', 'IBP Petrol Station', 'Indian Oil', 'State bank of india sbi', 'Punjab national bank', 'Rang Parivartan', 'Darbar', '32nd Milestone', 'Cafe Coffee Day', 'Bar and restaurant', 'Om Sweets', 'Fast Food', 'Fast food', 'govt sec school', 'Salvan Public School', 'District library gurgaon']","Address:  Patel Nagar, Gurgaon Available for sale
4 floor
Stilte+ 4th floor
Lift and car parking
1floor,2,3,4th floor
Plot size 160 sy
Address patel nagar gurgaon nearby sec 15 ","['1 Water Purifier', '1 Fridge', '40 Fan', '1 Exhaust Fan', '12 Geyser', '1 Stove', '99 Light', '1 Modular Kitchen', '4 TV', '1 Curtains', '1 Chimney', '12 Bed', '12 Wardrobe', '1 Sofa', '1 Washing Machine', 'No AC', 'No Dining Table', 'No Microwave']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",O79720339
