society,price,sector,pricePerSqft,propertyType,area,superbuilt,carpet,builtup,bedRooms,bathRooms,address,floorNum,facing,agePossesion,balcony,pooja room,servant room,study room,others,store room,furnishType,luxuryScore,areaToBedRatio
"  sector 65, gurgaon",4.68,sector 65,,house,,,,,4.0,4.0,"  sector 65, gurgaon",1.0,north-east,moderatly old property,3,1,1,1,0,1,1,142,
  puri diplomatic greens,3.5,sector 111,19662.92,flat,1780.0,1780.0,1157.0,1424.0,3.0,3.0,"Puri Diplomatic Greens Sector 111, Gurgaon",7.0,north-east,moderatly old property,,0,0,0,1,0,2,125,593.3333333333334
  experion the heartsong,2.35,sector 108,11547.91,flat,2035.0,2035.0,1322.75,1628.0,3.0,3.0,"Experion The Heartsong Sector 108, Gurgaon",5.0,north,relatively new property,,0,1,0,0,0,2,125,678.3333333333334
"  sector 5, gurgaon",5.25,sector 5,,house,,,,,4.0,4.0,"  sector 5, gurgaon",2.0,south-west,old property,2,1,0,1,0,0,1,32,
  ss the leaf,1.75,sector 85,10670.73,flat,1640.0,1640.0,984.0,1230.0,2.0,2.0,"SS The Leaf Sector 85, Gurgaon",18.0,north-east,relatively new property,,0,0,1,0,0,0,207,820.0
  bestech park view grand spa,4.1,sector 81,12872.84,flat,3185.0,3185.0,2229.5,2707.25,4.0,5.0,"Bestech Park View Grand Spa Sector 81, Gurgaon",4.0,north,relatively new property,,0,1,1,0,0,1,166,796.25
"  independent house sector 52, sector 52, gurgaon",3.95,sector 52,,house,,,,,9.0,9.0,"  independent house sector 52, sector 52, gurgaon",4.0,east,new property,3+,1,0,0,0,1,1,134,
"  emaar mgf marbella, sector 66, gurgaon",17.8,sector 66,39555.56,house,4500.0,5850.0,3825.0,4500.0,5.0,6.0,"  emaar mgf marbella, sector 66, gurgaon",3.0,north-west,relatively new property,3+,1,1,1,0,1,0,207,900.0
"  block c, sushant lok phase 1, gurgaon",3.7,sector 43,7613.17,house,4860.0,6318.0,4131.0,4860.0,10.0,10.0,"  block c, sushant lok phase 1, gurgaon",4.0,west,new property,3+,0,0,0,1,0,0,166,486.0
  ireo the corridors,3.5,sector 67,13877.87,flat,2522.0,2522.0,1639.3,2017.6000000000001,3.0,3.0,"Ireo The Corridors Sector 67A, Gurgaon",11.0,north-east,relatively new property,,0,1,0,0,0,1,221,840.6666666666666
  the close south,4.26,sector 50,17177.42,flat,2480.0,2480.0,1612.0,1984.0,3.0,4.0,"The Close South Nirvana Country, Gurgaon",8.0,north-west,moderatly old property,,0,1,0,0,0,1,110,826.6666666666666
"  emaar emerald hills, sector 65, gurgaon",4.5,sector 65,11250.0,house,4000.0,5200.0,3400.0,4000.0,4.0,5.0,"  emaar emerald hills, sector 65, gurgaon",4.0,north,new property,2,1,1,1,0,1,2,177,1000.0
  m3m heights,3.4,sector 65,17598.34,flat,1932.0,1932.0,1255.8,1545.6000000000001,3.0,3.0,"M3M Heights Sector 65, Gurgaon",20.0,east,new property,,0,0,1,0,0,1,137,644.0
  pareena coban residences,2.1,sector 99,10515.77,flat,1997.0,1997.0,1298.05,1597.6000000000001,3.0,5.0,"Pareena Coban Residences Sector 99A, Gurgaon",14.0,north,new property,,0,1,0,0,0,1,110,665.6666666666666
  godrej meridien,2.0,sector 106,,flat,,,,,2.0,2.0,"Godrej Meridien Sector 106, Gurgaon",11.0,east,new property,,0,0,0,1,0,2,192,
  ss the leaf,1.67,sector 85,10182.93,flat,1640.0,1640.0,984.0,1230.0,2.0,2.0,"SS The Leaf Sector 85, Gurgaon",8.0,east,relatively new property,,0,0,1,0,0,2,221,820.0
  puri diplomatic greens,4.8,sector 111,16271.19,flat,2950.0,2950.0,2065.0,2507.5,4.0,5.0,"Puri Diplomatic Greens Sector 111, Gurgaon",21.0,west,moderatly old property,,0,1,0,0,0,1,77,737.5
"  plot rate luxury kothi, dlf phase 1, gurgaon",8.5,sector 26,40476.19,house,2100.0,2730.0,1785.0,2100.0,5.0,6.0,"  plot rate luxury kothi, dlf phase 1, gurgaon",3.0,east,relatively new property,3+,1,1,1,1,0,1,63,1260.0
  aipl the peaceful homes,3.4,sector 70,15813.95,flat,2150.0,2150.0,1397.5,1720.0,3.0,3.0,"AIPL The Peaceful Homes Sector 70A, Gurgaon",25.0,north-east,new property,,0,1,0,0,0,1,221,716.6666666666666
"  block-a, dlf city phase 1, gurgaon",24.5,sector 26,54444.44,house,4500.0,5850.0,3825.0,4500.0,5.0,7.0,"  block-a, dlf city phase 1, gurgaon",3.0,west,old property,3,1,1,1,1,0,1,63,900.0
"  nirvana cedar crest, nirvana country, gurgaon",15.0,sector 50,,house,,,,,9.0,5.0,"  nirvana cedar crest, nirvana country, gurgaon",3.0,east,relatively new property,3,0,0,0,0,0,1,63,
  dlf new town heights 1,2.75,sector 90,10084.34,flat,2727.0,2727.0,1908.8999999999999,2317.95,4.0,4.0,"DLF New Town Heights 1 Sector 90, Gurgaon",10.0,south,moderatly old property,,1,1,0,0,0,2,221,681.75
  emaar mgf the palm drive,2.2,sector 66,18565.4,flat,1185.0,1185.0,711.0,888.75,2.0,2.0,"Emaar MGF The Palm Drive Sector 66, Gurgaon",7.0,north-east,moderatly old property,,0,0,0,1,0,1,221,592.5
  dlf park place,8.0,sector 54,35056.97,flat,2282.0,2282.0,1483.3,1825.6000000000001,3.0,4.0,"DLF Park Place Sector 54, Gurgaon",23.0,east,old property,,0,1,0,0,0,0,170,760.6666666666666
"  pocket e sector 2 palam vihar, gurgaon",10.0,sector 1,20000.0,house,5000.0,6500.0,4250.0,5000.0,4.0,4.0,"  pocket e sector 2 palam vihar, gurgaon",2.0,south-west,moderatly old property,2,0,1,0,1,0,0,63,1250.0
  ramprastha primera,1.62,sector 37,9126.76,flat,1775.0,1775.0,1153.75,1420.0,3.0,3.0,"Ramprastha Primera Sector 37D, Gurgaon",11.0,north-east,relatively new property,,0,0,0,0,0,2,94,591.6666666666666
  ats tourmale,2.15,sector 109,12285.71,flat,1750.0,1750.0,1137.5,1400.0,3.0,3.0,"ATS Tourmaline Sector 109, Gurgaon",16.0,north-east,relatively new property,,0,0,0,0,0,2,72,583.3333333333334
  pareena mi casa,1.53,sector 68,12289.16,flat,1245.0,1245.0,747.0,933.75,2.0,2.0,"Pareena Mi Casa Sector 68, Gurgaon",12.0,east,new property,,0,0,0,0,0,1,221,622.5
  m3m heights,2.4,sector 65,19032.51,flat,1261.0,1261.0,756.6,945.75,2.0,2.0,"M3M Heights Sector 65, Gurgaon",12.0,north-east,new property,,0,0,0,0,0,1,203,630.5
  central park flower valley aqua front towers,3.0,sector 33,14058.11,flat,2134.0,2134.0,1387.1000000000001,1707.2,3.0,3.0,"Central Park Flower Valley Aqua Front Towers Sector-33 Sohna, Gurgaon",7.0,north,relatively new property,,0,1,0,0,0,2,137,711.3333333333334
  adani m2k oyster grande,2.55,sector 102,13499.21,flat,1889.0,1889.0,1227.8500000000001,1511.2,3.0,3.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",3.0,north,relatively new property,,0,1,0,0,0,2,162,629.6666666666666
  signature global city,1.72,sector 37,,flat,,,,,3.0,3.0,"Signature Global City Sector 37D, Gurgaon",3.0,na,new property,,1,0,0,1,0,1,134,
  shapoorji pallonji joyville gurugram,1.36,sector 102,14107.88,flat,964.0,964.0,578.4,723.0,2.0,2.0,"Shapoorji Pallonji Joyville Gurugram Sector 102, Gurgaon",10.0,south-east,relatively new property,,0,0,0,0,0,1,94,482.0
  conscient elevate,5.35,sector 59,24451.55,flat,2188.0,2188.0,1422.2,1750.4,3.0,3.0,"Conscient Elevate Sector 59, Gurgaon",1.0,north-east,relatively new property,,0,0,0,1,0,1,221,729.3333333333334
  vipul lavanya,1.4,sector 81,8974.36,flat,1560.0,1560.0,1014.0,1248.0,3.0,3.0,"Vipul Lavanya Sector 81, Gurgaon",6.0,east,moderatly old property,,0,0,0,0,0,1,87,520.0
  tarc maceo,1.9,sector 91,10204.08,flat,1862.0,1862.0,1210.3,1489.6000000000001,3.0,3.0,"TARC Maceo Sector 91, Gurgaon",10.0,east,relatively new property,,0,0,0,0,0,2,133,620.6666666666666
"  a block sushant lok phase 1, gurgaon",14.25,sector 43,,house,,,,,9.0,9.0,"  a block sushant lok phase 1, gurgaon",3.0,west,old property,3+,1,1,1,0,1,2,53,
  sbtl caladium,1.99,sector 109,10585.11,flat,1880.0,1880.0,1222.0,1504.0,3.0,2.0,"SBTL Caladium Sector 109, Gurgaon",12.0,north,relatively new property,,0,0,0,0,1,2,111,626.6666666666666
"  tata primanti, sector 72, gurgaon",8.0,sector 72,30651.34,house,2610.0,3393.0,2218.5,2610.0,4.0,4.0,"  tata primanti, sector 72, gurgaon",2.0,north,new property,2,1,1,0,0,1,2,85,652.5
  experion the heartsong,2.0,sector 108,11376.56,flat,1758.0,1758.0,1142.7,1406.4,3.0,3.0,"Experion The Heartsong Sector 108, Gurgaon",10.0,south-west,relatively new property,,0,1,1,0,0,0,137,586.0
  unitech escape,3.35,sector 50,16341.46,flat,2050.0,2050.0,1332.5,1640.0,3.0,4.0,"Unitech Escape Nirvana Country, Gurgaon",17.0,north,moderatly old property,,0,1,0,1,0,1,221,683.3333333333334
  ireo the grand arch,3.5,sector 58,21472.39,flat,1630.0,1630.0,978.0,1222.5,2.0,2.0,"Ireo The Grand Arch sector 58, Gurgaon",3.0,north-east,moderatly old property,,0,0,1,1,0,1,221,815.0
"  new colony, gurgaon",2.13,sector 7,,house,,,,,1.0,1.0,"  new colony, gurgaon",1.0,south,relatively new property,2,0,0,0,0,0,2,66,
  pareena mi casa,2.41,sector 68,12056.03,flat,1999.0,1999.0,1299.3500000000001,1599.2,3.0,4.0,"Pareena Mi Casa Sector 68, Gurgaon",20.0,east,new property,,0,1,0,0,0,1,221,666.3333333333334
  m3m skycity,3.4,sector 65,18599.56,flat,1828.0,1828.0,1188.2,1462.4,3.0,3.0,"M3M Skycity Sector 65, Gurgaon",11.0,north-east,new property,,0,0,0,1,0,2,182,609.3333333333334
  pareena express heights,2.0,sector 99,8247.42,flat,2425.0,2425.0,1697.5,2061.25,4.0,4.0,"Pareena Express Heights Sector 99, Gurgaon",6.0,na,new property,,0,1,0,0,0,2,53,606.25
"  sushant lok phase 3, gurgaon",7.4,sector 57,,house,,,,,6.0,6.0,"  sushant lok phase 3, gurgaon",4.0,north-east,old property,3+,1,1,1,0,1,2,57,
"  vipul tatvam villa, sector 48, gurgaon",10.35,sector 48,,house,,,,,5.0,5.0,"  vipul tatvam villa, sector 48, gurgaon",2.0,south,relatively new property,3,1,1,1,1,0,1,63,
"  sector 78, gurgaon",4.25,sector 78,,house,,,,,4.0,3.0,"  sector 78, gurgaon",4.0,na,new property,2,0,1,0,0,0,2,76,
  ats triumph,2.75,sector 104,12008.73,flat,2290.0,2290.0,1488.5,1832.0,3.0,3.0,"ATS Triumph Sector 104, Gurgaon",18.0,north-east,relatively new property,,0,1,0,0,0,2,125,763.3333333333334
"  nirvana country, gurgaon",17.0,sector 50,,house,,,,,10.0,10.0,"  nirvana country, gurgaon",4.0,north-east,moderatly old property,3+,1,1,0,0,0,2,10,
  tata gurgaon gateway,2.35,sector 113,14873.42,flat,1580.0,1580.0,948.0,1185.0,2.0,2.0,"Tata Gurgaon Gateway Sector 113, Gurgaon",17.0,north-west,relatively new property,,0,0,1,0,0,2,87,790.0
  conscient elevate,5.3,sector 59,24223.03,flat,2188.0,2188.0,1422.2,1750.4,3.0,3.0,"Conscient Elevate Sector 59, Gurgaon",3.0,north-east,relatively new property,,0,0,0,0,0,2,128,729.3333333333334
"  sector 105, gurgaon",0.95,sector 105,,house,,,,,3.0,2.0,"  sector 105, gurgaon",2.0,west,moderatly old property,1,1,0,1,0,0,2,18,
  paras dews,2.3,sector 106,9766.45,flat,2355.0,2355.0,1648.5,2001.75,4.0,6.0,"Paras Dews Sector 106, Gurgaon",10.0,south-east,relatively new property,,0,1,0,0,0,1,197,588.75
"  ansal homes, sushant lok phase 3, gurgaon",6.5,sector 57,,house,,,,,4.0,6.0,"  ansal homes, sushant lok phase 3, gurgaon",2.0,north-east,moderatly old property,3+,1,1,1,0,1,1,189,
  emaar palm gardens,2.4,sector 83,,flat,,,,,3.0,3.0,"Emaar Palm Gardens Sector 83, Gurgaon",8.0,north,moderatly old property,,0,1,0,0,0,1,177,
  ats kocoon,2.08,sector 109,9928.4,flat,2095.0,2095.0,1361.75,1676.0,3.0,4.0,"ATS Kocoon Sector 109, Gurgaon",12.0,north-east,relatively new property,,0,1,0,0,0,1,185,698.3333333333334
  ireo the corridors,2.62,sector 67,13638.73,flat,1921.0,1921.0,1248.65,1536.8000000000002,3.0,3.0,"Ireo The Corridors Sector 67A, Gurgaon",5.0,north,new property,,0,1,0,0,1,1,188,640.3333333333334
  tarc maceo,2.55,sector 91,10991.38,flat,2320.0,2320.0,1508.0,1856.0,3.0,4.0,"TARC Maceo Sector 91, Gurgaon",6.0,north,relatively new property,,0,1,1,0,0,1,103,773.3333333333334
  m3m soulitude,1.2,sector 89,10879.42,flat,1103.0,1103.0,661.8,827.25,2.0,2.0,"M3M Soulitude Sector 89, Gurgaon",3.0,north-east,new property,,0,0,1,1,0,2,198,551.5
"  vipul tatvam villa, sector 48, gurgaon",10.5,sector 48,,house,,,,,4.0,4.0,"  vipul tatvam villa, sector 48, gurgaon",3.0,east,relatively new property,3,0,1,0,0,1,1,198,
"  sector 57, gurgaon",6.0,sector 57,,house,,,,,6.0,6.0,"  sector 57, gurgaon",2.0,west,relatively new property,3+,1,1,1,0,1,1,106,
"  south city 1, gurgaon",11.01,sector 41,,house,,,,,6.0,6.0,"  south city 1, gurgaon",3.0,north-east,moderatly old property,3,1,1,1,0,0,1,112,
"  south city 1, gurgaon",6.5,sector 41,,house,,,,,6.0,6.0,"  south city 1, gurgaon",2.0,north,relatively new property,3+,1,1,1,0,1,1,89,
  dlf the ultima,3.59,sector 81,16838.65,flat,2132.0,2132.0,1385.8,1705.6000000000001,3.0,3.0,"DLF The Ultima Sector 81, Gurgaon",21.0,north-west,relatively new property,,0,1,0,0,0,0,221,710.6666666666666
  ats marigold,2.88,sector 89,10867.92,flat,2650.0,2650.0,1722.5,2120.0,3.0,4.0,"ATS Marigold Sector 89 A, Gurgaon",10.0,east,new property,,0,1,1,0,0,2,109,883.3333333333334
  tulip purple,2.77,sector 69,11541.67,flat,2400.0,2400.0,1680.0,2040.0,4.0,5.0,"Tulip Purple Sector 69, Gurgaon",10.0,north,relatively new property,,0,1,0,0,0,2,107,600.0
  tata primanti,5.2,sector 72,20392.16,flat,2550.0,2550.0,1657.5,2040.0,3.0,3.0,"Tata Primanti Sector 72, Gurgaon",6.0,south-west,relatively new property,,0,1,0,0,0,1,94,850.0
"  vipul world, sector 48, gurgaon",5.75,sector 48,,house,,,,,9.0,9.0,"  vipul world, sector 48, gurgaon",3.0,west,relatively new property,3+,0,0,0,0,0,1,183,
  adani m2k oyster grande,3.59,sector 102,11225.77,flat,3198.0,3198.0,2238.6,2718.2999999999997,4.0,5.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",6.0,north,relatively new property,,1,1,0,0,0,2,93,799.5
  ireo victory valley,5.39,sector 67,20683.04,flat,2606.0,2606.0,1693.9,2084.8,3.0,3.0,"Ireo Victory Valley Sector 67, Gurgaon",5.0,north-east,relatively new property,,0,1,0,0,0,1,221,868.6666666666666
"  sushant lok 3 extension, gurgaon",10.0,sector 57,,house,,,,,12.0,12.0,"  sushant lok 3 extension, gurgaon",4.0,north,new property,3+,0,1,0,0,0,1,40,
  residency grand,5.99,sector 52,9983.33,flat,6000.0,6000.0,4200.0,5100.0,5.0,6.0,"Residency Grand Sector 52, Gurgaon",0.0,north,moderatly old property,,0,1,0,0,1,1,197,1200.0
  indiabulls enigma,4.85,sector 110,14264.71,flat,3400.0,3400.0,2380.0,2890.0,4.0,5.0,"Indiabulls Enigma Sector 110, Gurgaon",3.0,south-west,relatively new property,,0,1,0,0,0,2,59,850.0
"  orchid petals, sector 49, gurgaon",18.0,sector 49,40000.0,house,4500.0,5850.0,3825.0,4500.0,5.0,6.0,"  orchid petals, sector 49, gurgaon",3.0,east,relatively new property,3+,0,1,1,0,1,2,119,900.0
"  emaar the palm sprgs, sector 54, gurgaon",27.5,sector 54,42968.75,house,6400.0,8320.0,5440.0,6400.0,5.0,6.0,"  emaar the palm sprgs, sector 54, gurgaon",4.0,north,relatively new property,3+,1,1,1,0,1,0,207,1280.0
  antriksh heights,1.0,sector 84,8888.89,flat,1125.0,1125.0,675.0,843.75,2.0,2.0,"Antriksh Heights Sector 84, Gurgaon",8.0,south-west,moderatly old property,,0,0,0,0,0,2,149,562.5
  chtels serenity,3.35,sector 109,14105.26,flat,2375.0,2375.0,1543.75,1900.0,3.0,4.0,"Chintels Serenity Sector 109, Gurgaon",14.0,north-east,relatively new property,,0,1,0,0,0,2,167,791.6666666666666
  m3m skycity,3.3,sector 65,18052.52,flat,1828.0,1828.0,1188.2,1462.4,3.0,3.0,"M3M Skycity Sector 65, Gurgaon",9.0,north-east,new property,,0,0,0,0,1,1,163,609.3333333333334
"  vipul tatvam villa, sector 48, gurgaon",11.0,sector 48,,house,,,,,4.0,5.0,"  vipul tatvam villa, sector 48, gurgaon",2.0,west,relatively new property,3,0,1,0,0,0,1,63,
  mapsko paradise,1.33,sector 83,9925.37,flat,1340.0,1340.0,871.0,1072.0,3.0,3.0,"Mapsko Paradise Sector 83, Gurgaon",9.0,north,moderatly old property,,0,0,0,1,0,1,186,446.6666666666667
  pareena express heights,2.05,sector 99,10991.96,flat,1865.0,1865.0,1212.25,1492.0,3.0,3.0,"Pareena Express Heights Sector 99, Gurgaon",7.0,north-east,relatively new property,,0,0,0,0,0,2,79,621.6666666666666
"  dlf phase 4, gurgaon",13.81,sector 28,,house,,,,,5.0,6.0,"  dlf phase 4, gurgaon",3.0,north-east,relatively new property,3,1,1,0,0,1,1,190,
  emaar mgf palm hills,1.79,sector 77,12344.83,flat,1450.0,1450.0,942.5,1160.0,3.0,3.0,"Emaar MGF Palm Hills Sector 77, Gurgaon",3.0,west,relatively new property,,0,1,1,0,0,1,94,483.3333333333333
"  sector 57, gurgaon",2.25,sector 57,,house,,,,,3.0,3.0,"  sector 57, gurgaon",3.0,south,relatively new property,3+,0,0,0,0,1,2,17,
  dlf the ultima,3.75,sector 81,17831.67,flat,2103.0,2103.0,1366.95,1682.4,3.0,3.0,"DLF The Ultima Sector 81, Gurgaon",15.0,north-west,relatively new property,,0,1,0,0,0,0,110,701.0
"  ansals palam vihar, pocket e sector 2 palam vihar, gurgaon",5.15,sector 1,,house,,,,,3.0,2.0,"  ansals palam vihar, pocket e sector 2 palam vihar, gurgaon",1.0,west,moderatly old property,2,0,0,0,0,1,2,94,
  emaar mgf the palm drive,4.5,sector 66,20454.55,flat,2200.0,2200.0,1430.0,1760.0,3.0,4.0,"Emaar MGF The Palm Drive Sector 66, Gurgaon",7.0,north,moderatly old property,,0,1,0,0,0,1,138,733.3333333333334
"  sector 15 part 2, gurgaon",6.0,sector 15,,house,,,,,3.0,3.0,"  sector 15 part 2, gurgaon",1.0,north-east,old property,2,0,0,0,0,0,2,8,
  dlf the primus,3.98,sector 82,15272.45,flat,2606.0,2606.0,1824.1999999999998,2215.1,4.0,4.0,"DLF The Primus Sector 82A, Gurgaon",5.0,north-east,relatively new property,,0,1,0,0,0,1,214,651.5
  shapoorji pallonji joyville gurugram,2.5,sector 102,13498.92,flat,1852.0,1852.0,1203.8,1481.6000000000001,3.0,3.0,"Shapoorji Pallonji Joyville Gurugram Sector 102, Gurgaon",20.0,south-west,relatively new property,,0,0,0,0,0,2,212,617.3333333333334
  experion the heartsong,1.95,sector 108,11092.15,flat,1758.0,1758.0,1142.7,1406.4,3.0,3.0,"Experion The Heartsong Sector 108, Gurgaon",10.0,south-east,relatively new property,,0,1,1,0,0,0,203,586.0
  ramprastha primera,1.55,sector 37,8732.39,flat,1775.0,1775.0,1153.75,1420.0,3.0,3.0,"Ramprastha Primera Sector 37D, Gurgaon",8.0,south-east,relatively new property,,0,0,0,0,0,2,94,591.6666666666666
  dlf park place,9.0,sector 54,,flat,,,,,4.0,4.0,"DLF Park Place Sector 54, Gurgaon",1.0,east,old property,,0,1,0,0,0,0,221,
"  international city by sobha phase 1, sector 109, gurgaon",8.5,sector 109,,house,,,,,5.0,5.0,"  international city by sobha phase 1, sector 109, gurgaon",3.0,north-east,relatively new property,3+,0,1,1,0,1,2,50,
"  greenwood city, gurgaon",7.51,sector 45,,house,,,,,5.0,6.0,"  greenwood city, gurgaon",3.0,north-east,relatively new property,3,1,1,0,0,0,2,190,
  pareena coban residences,1.7,sector 99,10967.74,flat,1550.0,1550.0,930.0,1162.5,2.0,2.0,"Pareena Coban Residences Sector 99A, Gurgaon",6.0,west,relatively new property,,0,0,1,0,0,1,100,775.0
  tata gurgaon gateway,3.85,sector 113,14951.46,flat,2575.0,2575.0,1673.75,2060.0,3.0,4.0,"Tata Gurgaon Gateway Sector 113, Gurgaon",7.0,south,relatively new property,,0,1,0,0,0,2,153,858.3333333333334
"  dlf gardencity enclave, sector 93, gurgaon",1.78,sector 93,,house,,,,,3.0,3.0,"  dlf gardencity enclave, sector 93, gurgaon",4.0,north-east,new property,3,0,0,0,0,1,2,190,
  central park flower valley aqua front towers,2.5,sector 33,13974.29,flat,1789.0,1789.0,1162.8500000000001,1431.2,3.0,3.0,"Central Park Flower Valley Aqua Front Towers Sector-33 Sohna, Gurgaon",5.0,north-east,new property,,0,1,1,0,0,2,140,596.3333333333334
"  ss aaron ville, uppals southend, gurgaon",6.0,sector 49,,house,,,,,4.0,5.0,"  ss aaron ville, uppals southend, gurgaon",1.0,north,moderatly old property,3+,1,1,1,0,0,1,63,
"  dlf phase 4, gurgaon",16.25,sector 28,,house,,,,,5.0,7.0,"  dlf phase 4, gurgaon",3.0,north-west,relatively new property,3,1,1,1,0,1,1,199,
"  ansal sushant lok plots, sushant lok phase 1, gurgaon",3.31,sector 43,,house,,,,,10.0,10.0,"  ansal sushant lok plots, sushant lok phase 1, gurgaon",5.0,north-east,relatively new property,3+,0,0,0,0,1,0,148,
"  signature global city 92, sector 92, gurgaon",1.6,sector 92,13333.33,house,1200.0,1500.0,960.0,1200.0,3.0,2.0,"  signature global city 92, sector 92, gurgaon",4.0,east,under construction,2,0,0,0,0,0,1,98,400.0
  dlf wellgton estate,4.0,sector 54,22988.51,flat,1740.0,1740.0,1218.0,1479.0,4.0,4.0,"DLF Wellington Estate DLF Phase 5, Gurgaon",10.0,north-east,old property,,0,0,0,0,1,1,164,435.0
"  sushant lok phase 3, gurgaon",6.0,sector 57,,house,,,,,6.0,6.0,"  sushant lok phase 3, gurgaon",2.0,south-west,relatively new property,3+,1,1,1,0,1,1,96,
  ats kocoon,2.5,sector 109,11933.17,flat,2095.0,2095.0,1361.75,1676.0,3.0,4.0,"ATS Kocoon Sector 109, Gurgaon",12.0,north-east,relatively new property,,0,1,0,0,0,2,127,698.3333333333334
  ats kocoon,2.25,sector 109,,flat,,,,,3.0,3.0,"ATS Kocoon Sector 109, Gurgaon",7.0,east,relatively new property,,0,0,0,0,0,2,94,
"  tata primanti, sector 72, gurgaon",15.0,sector 72,,house,,,,,4.0,4.0,"  tata primanti, sector 72, gurgaon",2.0,north-east,new property,3+,1,1,1,0,0,1,189,
  sobha city,3.4,sector 108,19871.42,flat,1711.0,1711.0,1112.15,1368.8000000000002,3.0,3.0,"Sobha City Sector 108, Gurgaon",10.0,east,relatively new property,,0,0,0,0,0,2,166,570.3333333333334
  vatika seven elements,1.86,sector 89,9489.8,flat,1960.0,1960.0,1274.0,1568.0,3.0,3.0,"Vatika Seven Elements Sector 89 A, Gurgaon",11.0,north,new property,,1,0,0,0,1,2,221,653.3333333333334
  bptp mansions park prime,4.1,sector 66,,flat,,,,,4.0,3.0,"BPTP Mansions Park Prime Sector 66, Gurgaon",10.0,south-east,moderatly old property,,0,1,0,0,0,1,77,
  dlf new town heights 1,2.0,sector 90,10362.69,flat,1930.0,1930.0,1254.5,1544.0,3.0,3.0,"DLF New Town Heights 1 Sector 90, Gurgaon",4.0,north,moderatly old property,,1,1,0,0,0,1,158,643.3333333333334
"  block e dlf city phase 1, gurgaon",13.25,sector 26,,house,,,,,5.0,5.0,"  block e dlf city phase 1, gurgaon",2.0,north-east,old property,3+,1,1,1,1,0,2,120,
  experion wdchants,4.28,sector 112,15274.8,flat,2802.0,2802.0,1821.3,2241.6,3.0,3.0,"Experion Windchants Sector 112, Gurgaon",16.0,north,new property,,0,1,0,0,0,1,163,934.0
  indiabulls centrum park,1.48,sector 103,9979.77,flat,1483.0,1483.0,889.8,1112.25,2.0,2.0,"Indiabulls Centrum Park Sector 103, Gurgaon",6.0,east,relatively new property,,0,0,1,0,0,1,90,741.5
  ramsons kshitij,0.3,sector 95,,flat,,,,,1.0,1.0,"Ramsons Kshitij Sector 95, Gurgaon",7.0,north-east,relatively new property,,0,0,0,0,0,2,130,
  parsvnath exotica,8.9,sector 53,26253.69,flat,3390.0,3390.0,2373.0,2881.5,4.0,5.0,"Parsvnath Exotica Sector 53, Gurgaon",8.0,north,old property,,1,1,0,0,0,2,80,847.5
"  huda flats, sector 9, gurgaon",2.55,sector 9,,house,,,,,3.0,3.0,"  huda flats, sector 9, gurgaon",3.0,north-west,moderatly old property,3+,1,0,0,0,0,1,39,
  experion the heartsong,2.28,sector 108,11382.93,flat,2003.0,2003.0,1301.95,1602.4,3.0,4.0,"Experion The Heartsong Sector 108, Gurgaon",11.0,east,relatively new property,,0,0,1,0,0,1,211,667.6666666666666
  ramprastha primera,1.66,sector 37,9222.22,flat,1800.0,1800.0,1170.0,1440.0,3.0,3.0,"Ramprastha Primera Sector 37D, Gurgaon",11.0,west,relatively new property,,0,0,0,0,0,2,154,600.0
"  cyber city, v block dlf phase 3, gurgaon",5.34,sector 23,35647.53,house,1498.0,1947.4,1273.3,1498.0,5.0,6.0,"  cyber city, v block dlf phase 3, gurgaon",2.0,east,relatively new property,3+,1,0,0,0,0,1,149,599.2
"  ansal api esencia, sector 67, gurgaon",8.2,sector 67,,house,,,,,7.0,9.0,"  ansal api esencia, sector 67, gurgaon",3.0,west,relatively new property,2,1,1,1,0,1,0,199,
  experion the heartsong,1.85,sector 108,10523.32,flat,1758.0,1758.0,1142.7,1406.4,3.0,3.0,"Experion The Heartsong Sector 108, Gurgaon",8.0,north-east,relatively new property,,0,0,1,0,0,1,173,586.0
"  amaltas marg on 18 mtr wide road, dlf phase 1 , dlf phase 1, gurgaon",30.0,sector 26,66401.06,house,4518.0,5873.400000000001,3840.2999999999997,4518.0,8.0,4.0,"  amaltas marg on 18 mtr wide road, dlf phase 1 , dlf phase 1, gurgaon",1.0,west,old property,3,1,1,1,1,0,2,63,564.75
"  sector 4, gurgaon",4.35,sector 4,,house,,,,,5.0,5.0,"  sector 4, gurgaon",4.0,north-east,relatively new property,3+,0,0,0,0,1,2,168,
  puri emerald bay,2.0,sector 104,12903.23,flat,1550.0,1550.0,930.0,1162.5,2.0,2.0,"Puri Emerald Bay Sector 104, Gurgaon",11.0,north-east,relatively new property,,0,0,0,0,0,1,87,775.0
"  vatika signature two, sector 82, gurgaon",8.25,sector 82,21825.4,house,3780.0,4914.0,3213.0,3780.0,4.0,7.0,"  vatika signature two, sector 82, gurgaon",3.0,east,relatively new property,3,0,1,1,0,0,2,46,945.0
"  palam vihar, gurgaon",5.75,sector 1,,house,,,,,3.0,3.0,"  palam vihar, gurgaon",3.0,north,moderatly old property,2,0,0,0,0,1,1,95,
