propertName,links,rating,society,price,area,areaWithType,bedRooms,bathRooms,additionalRooms,address,floorNum,facing,agePossesion,nearbyLocation,description,furnishDetails,features,propertyId,flatName,sector
"5 BHK Flatin Sector 51, Gurgaon",https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-the-citizen-sector-51-gurgaon-5800-sq-ft-spid-X77577983,3.7,  The Citizen,4.95,5800.0,5200.0,5 Bedrooms,5 Bathrooms,"Pooja Room,Study Room","The Citizen Sector 51, Gurgaon",11st   of 11 Floors,North-East,1 to 5 Year Old,Hong Kong Bazaar Mall Radhakrishna Shani Mandir Standard chartered ATM Hdfc bank ATM Standard chartered ATM Hdfc ATM State bank ATM Icici bank ATM Axis bank ATM Vatsalya Clinic Anand Hospital Gurgaon Meher Clinic Kriti Hospital Surgicare Hospital Gurgaon Bones Clinic - Orthopaedics Arihant Hospital Sukhmani Hospital Pvt. Ltd Park Hospital Gurgaon Vishesh Dental Dispencery Neelkanth Health Care pracksht hospital Wembley estate club Pernod Ricard Charitable Dispensary Medisca Unitech Bharat petroleum Heera Fuel Station HCG CNG Station 222 Hdfc bank Hdfc bank and atm Hdfc bank Hdfc bank Madison and Pike Pizza Hut Raj Restaurant Haldiram India Gurugram University Amity Global School St. Angels Sr Kamla International Manav Rachna School Delhi Public School Primary Section St. Angels Jr School of Inspired Leadership SOIL Unitech Business Park Dawnbit Manav Rachna Swimming Pool,"Check out this 5 bhk apartment for sale in the citizen, a popular residential project that houses in-Demand flats in sector 51 gurgaon. Containing 5 bedroom(s), 5 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 5800 sq.Ft. This flat is situated on the top floor...","['1 Water Purifier', '4 Fan', '1 Exhaust Fan', '1 Dining Table', '5 Geyser', '5 Light', '4 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '6 Wardrobe', '1 Sofa', '1 Microwave', 'No Bed', 'No Fridge', 'No Stove', 'No TV', 'No Washing Machine']",Security  Fire Alarm Lift Maintenance Staff Water Storage,X77577983,"5 BHK flat in  The Citizen ,  Sector 51",51
"4 BHK Flatin Sector 84, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ss-linden-floors-sector-84-gurgaon-2775-sq-ft-spid-U79474587,,  SS Lden Floors,2.85,,2775.0,4 Bedrooms,4 Bathrooms,Servant Room,"SS Linden Floors Sector 84, Gurgaon",2nd   of 4 Floors,North-East,0 to 1 Year Old,Millennium City Centre Gurugram City Square mall Dwarka Expressway Modern Public School-kherki Daula Agri Business Management Collage Miracles Apollo Cradle Spectra Hospital Indira Gandhi International Airport Gurgaon Railway Station AS Business Park Holiday Inn Gurugram Sector 90 AapnoGhar Manesar Golf Course Nakhrola Stadium,"Check out this 4 bhk apartment for sale in ss linden floors, a popular residential project that houses in-Demand flats in sector 84 gurgaon. The flat is facing the north-East direction. Constructed on a built up area of 2775 sq.Ft., the flat comprises 4 bedroom(s), 4 bathrooms and more than 3 balcon...","['4 Wardrobe', '6 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '14 Light', '5 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']",Centrally Air Conditioned Security  Fire Alarm Feng Shui  Vaastu Compliant Private Garden  Terrace Intercom Facility Lift High Ceiling Height False Ceiling Lighting Water Storage Separate entry for servant room No open drainage around Bank Attached Property Piped-gas Internetwi-fi connectivity Recently Renovated Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Low Density Society Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,U79474587,"4 BHK flat in  SS Lden Floors ,  Sector 84",84
"3 BHK Flatin Sector 81, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-ultima-sector-81-gurgaon-2100-sq-ft-spid-A80107015,4.2,  DLF The Ultima,3.6,2100.0,1900.0,3 Bedrooms,4 Bathrooms,Servant Room,"DLF The Ultima Sector 81, Gurgaon",8th   of 29 Floors,South,1 to 5 Year Old,"Huda Metro Station (Gurugram) Vatika Town Square-INXT Manesar Road NH 48 Euro International School, Sec 84 SGT University Miracles Apollo Cradle Hospital Indira Gandhi Intl Airport Garhi Harsaru Junction","Located in the popular residential address of sector 81 gurgaon, dlf the ultima is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. This residential flat is west-Facing direction. The flat occupies a super built up area o...","['1 Water Purifier', '6 Fan', '1 Fridge', '1 Exhaust Fan', '4 Geyser', '1 Stove', '7 Light', '1 Chimney', '1 Modular Kitchen', '6 AC', '1 Bed', '10 Wardrobe', '1 Washing Machine', '1 Microwave', 'No Curtains', 'No Dining Table', 'No Sofa', 'No TV']",Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Intercom Facility Lift Maintenance Staff Water Storage Visitor Parking Swimming Pool Park Security Personnel Shopping Centre Fitness Centre  GYM Rain Water Harvesting Club house  Community Center,A80107015,"3 BHK flat in  DLF The Ultima ,  Sector 81",81
"4 BHK Flatin Sector 53, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-parsvnath-exotica-sector-53-gurgaon-3390-sq-ft-spid-O80253193,3.5,  Parsvnath Exotica,9.0,3390.0,,4 Bedrooms,5 Bathrooms,"Pooja Room,Servant Room","Parsvnath Exotica Sector 53, Gurgaon",5th   of 18 Floors,East,5 to 10 Year Old,Sector 53-54 Metro Station Sahara Mall Golf Course Road Mehrauli-Gurgaon Rd Shiv Nadar School Sushant University Indira Gandhi International Airport Surajgarh Gurgaon Duke Horse Riding Club Ramada by Wyndham Gurgaon Fun N Food Village DLF Golf and Country Club PVR Drive in Theatre SkyJumper Trampoline Park F9 Go Karting Gurgaon,"Sale sale sale 4bhk apartment for visit call.Address: Sector 53, gurgaon
About parsvnath exoticaAddress: Sector 53 gurgaon, gurgaon, haryana
Parsvnath exotica in sector 53, gurgaon is a ready-To-Move housing society. It offers apartments in varied budget range. These units are a perfect combin...","['4 Wardrobe', '7 Fan', '1 Exhaust Fan', '5 Geyser', '21 Light', '6 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Security  Fire Alarm Feng Shui  Vaastu Compliant Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Separate entry for servant room No open drainage around Bank Attached Property Piped-gas Internetwi-fi connectivity Visitor Parking Swimming Pool Park Natural Light Airy Rooms Spacious Interiors Low Density Society Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,O80253193,"4 BHK flat in  Parsvnath Exotica ,  Sector 53",53
"2 BHK Flatin Sector 112, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-experion-windchants-sector-112-gurgaon-2441-sq-ft-r1-spid-A77052215,4.0,  Experion Wdchants,3.95,2441.0,1939.03,2 Bedrooms,3 Bathrooms,,"Experion Windchants Sector 112, Gurgaon",6th   of 28 Floors,East,1 to 5 Year Old,Ansal Plaza Dwaraka Expressway First Step Play School Sri Ma Montessori International Jai Sai Ram Hospital Park Hospital IGI Airport Gurgaon Railway Station,"Come home every day to more than 23 acres of luxury living at windchants. A globally awarded premium condominium development by experion. Choose from an exquisite selection of penthouses, duplex villaments, apartments and villas in gurgaon and be one of the select group of 500 plus families. Nurture...","['1 Exhaust Fan', '4 Geyser', '4 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Feng Shui  Vaastu Compliant Intercom Facility Lift Water purifier High Ceiling Height Maintenance Staff Separate entry for servant room No open drainage around Bank Attached Property Swimming Pool Park Security Personnel Natural Light Internetwi-fi connectivity Low Density Society Shopping Centre Fitness Centre  GYM Waste Disposal Rain Water Harvesting Club house  Community Center Water softening plant,A77052215,"2 BHK flat in  Experion Wdchants ,  Sector 112",112
"3 BHK Flatin Sector 67, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-merlin-sector-67-gurgaon-2668-sq-ft-spid-R80658103,3.8,  M3M Merl,5.75,2668.0,,3 Bedrooms,3 Bathrooms,"Pooja Room,Study Room","M3M Merlin Sector 67, Gurgaon",7th   of 21 Floors,South,5 to 10 Year Old,"Airia Mall Golf Course Extension Road Alpine Convent School DPG Institute of Technology MKD Hospital Indira Gandhi International Airport Lemon Tree Hotel, Sohna Road SkyJumper Trampoline Park DLF Golf and Country Club PVR Drive in Theatre","Residential apartment
This is your chance to a 3 bhk apartment / flat for sale in m3m merlin sector 67 gurgaon . Where luxury comes with affordability.Basic details:
You will love this bright and spacious 3 bedroom apartment with 3 bathrooms, modular kitchen, spacious hall and 3 balconies.The balc...","['1 Water Purifier', '6 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '1 Stove', '10 Light', '7 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '3 Bed', '4 Wardrobe', '1 Washing Machine', '1 Microwave', 'No Sofa', 'No TV']",Centrally Air Conditioned Water purifier Feng Shui  Vaastu Compliant Private Garden  Terrace Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting No open drainage around Piped-gas Internetwi-fi connectivity Recently Renovated Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Low Density Society Waste Disposal Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,R80658103,"3 BHK flat in  M3M Merl ,  Sector 67",67
"3 BHK Flatin Sector 60, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-skyon-sector-60-gurgaon-2045-sq-ft-spid-J79758943,4.0,  Ireo Skyon,3.95,2045.0,,3 Bedrooms,4 Bathrooms,Servant Room,"Ireo Skyon Sector 60, Gurgaon",8th   of 12 Floors,South-East,1 to 5 Year Old,"Sector 55-56 Metro Golf Course Extension Adarsh Senior Secondary School Swastik Hospital Sec 66 IGI Airport Surajgarh Gurgaon, Golf Course Ext Rd International Tech Park Gurgaon,","This beautiful 3 bhk flat in sector 60 gurgaon is situated in ireo skyon, one of the popular residential society in gurgaon. The flat is north-East-Facing. The flat occupies a super built up area of 2045 sq.Ft. That consists of 3 bedrooms, 4 bathrooms and more than 3 balconies. This flat lies on the...","['3 Wardrobe', '6 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '15 Light', '1 Modular Kitchen', '5 AC', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']",Centrally Air Conditioned Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Separate entry for servant room No open drainage around Piped-gas Internetwi-fi connectivity Recently Renovated Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Low Density Society Rain Water Harvesting Shopping Centre Fitness Centre  GYM Club house  Community Center,J79758943,"3 BHK flat in  Ireo Skyon ,  Sector 60",60
"3 BHK Flatin Sector 82A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-primus-sector-82a-gurgaon-1818-sq-ft-spid-X79887241,4.2,  DLF The Primus,2.9,,1818.0,3 Bedrooms,3 Bathrooms,Store Room,"DLF The Primus Sector 82A, Gurgaon",15th   of 32 Floors,South,1 to 5 Year Old,Sapphire 83 NH 48 Cambridge Montessori Miracles Apollo Hospital IGI Airport Garhi Harsaru Junction Hyatt Regency,"Situated in sector 82a gurgaon, dlf the primus is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. This property faces the north direction. The flat is over 1818 sq.Ft. Carpet area and com...","['1 Water Purifier', '4 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '1 Stove', '10 Light', '1 Modular Kitchen', '1 Curtains', '3 AC', '1 Chimney', '6 Wardrobe', '3 Bed', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No TV']",Water purifier Centrally Air Conditioned Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Private Garden  Terrace Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Separate entry for servant room No open drainage around Bank Attached Property Piped-gas Internetwi-fi connectivity Recently Renovated Visitor Parking Swimming Pool Park Natural Light Airy Rooms Spacious Interiors Low Density Society Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,X79887241,"3 BHK flat in  DLF The Primus ,  Sector 82A",82
"2 BHK Flatin Sector 60, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ireo-skyon-sector-60-gurgaon-1545-sq-ft-spid-Q79196239,4.0,  Ireo Skyon,3.0,,1545.0,2 Bedrooms,2 Bathrooms,Servant Room,"Ireo Skyon Sector 60, Gurgaon",8th   of 39 Floors,North-East,1 to 5 Year Old,"Sector 55-56 Metro Golf Course Extension Adarsh Senior Secondary School Swastik Hospital Sec 66 IGI Airport Surajgarh Gurgaon, Golf Course Ext Rd International Tech Park Gurgaon,","Check out this 2 bhk apartment for sale in ireo skyon, a popular residential project that houses in-Demand flats in sector 60 gurgaon. This is a north-East-Facing property. Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a carpet area of 1545 sq.Ft. This flat is situat...","['5 Fan', '3 Geyser', '12 Light', '1 Modular Kitchen', '1 Chimney', '3 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Water purifier Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Separate entry for servant room No open drainage around Bank Attached Property Piped-gas Internetwi-fi connectivity Recently Renovated Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Low Density Society Waste Disposal Rain Water Harvesting Water softening plant Fitness Centre  GYM Club house  Community Center,Q79196239,"2 BHK flat in  Ireo Skyon ,  Sector 60",60
"3 BHK Flatin Sector 37C, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-imperia-the-esfera-sector-37c-gurgaon-2035-sq-ft-spid-D79127765,3.9,  Imperia The Esfera,1.5,2035.0,2020.0,3 Bedrooms,3 Bathrooms,"Study Room,Servant Room","Imperia The Esfera Sector 37C, Gurgaon",12nd   of 24 Floors,North-East,1 to 5 Year Old,Approved Sector 37 Mero Station Esplanade Mall Sector 10 Market Dwarka Expressway Suncity School Xavier’s International Alpine School Signature Hospital,"Imperia the esfera is one of the most popular destination for buying apartments/ flats in sector 37c gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. The flat is east-Facing. Containing 3 bedroom(s), 3 bathrooms and more than 3 balconies, this flat is spread over a ...","['5 Wardrobe', '1 Exhaust Fan', '1 Dining Table', '5 Light', '1 Chimney', '1 Curtains', 'No AC', 'No Bed', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Power Back-up Feng Shui  Vaastu Compliant Lift Swimming Pool Maintenance Staff Park Security Personnel Fitness Centre  GYM Club house  Community Center Rain Water Harvesting Water softening plant,D79127765,"3 BHK flat in  Imperia The Esfera ,  Sector 37C",37
"3 BHK Flatin Sector 102, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-conscient-heritage-max-sector-102-gurgaon-2149-sq-ft-spid-R78685841,4.2,  Conscient Heritage Max,3.15,2149.0,,3 Bedrooms,4 Bathrooms,"Study Room,Servant Room","Conscient Heritage Max Sector 102, Gurgaon",7th   of 25 Floors,East,5 to 10 Year Old,Huda Metro Station Ocus Medley Mall The Esplanade Mall Gurugram Road Dwarka Expy Prime Scholars International School DPG Degree College The Signature Advanced Super Speciality Indira Gandhi Intl Airport Basai Dhankot Railway Station Altrade Business Centre Holiday Inn Gurugram Sector 90 SkyJumper Trampoline Park Gurgaon Hamoni Golf Camp Nehru Stadium,"This lovely 3 bhk apartment/flat in sector 102 gurgaon is available for sale in one of gurgaon's most popular projects, conscient heritage max. The flat is east-Facing. Containing 3 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 2149 sq.Ft. This ...","['3 Wardrobe', '5 Fan', '1 Exhaust Fan', '10 Light', '1 Modular Kitchen', '1 Chimney', '5 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Power Back-up Intercom Facility Lift Swimming Pool Separate entry for servant room Park Visitor Parking Security Personnel Shopping Centre Fitness Centre  GYM Club house  Community Center,R78685841,"3 BHK flat in  Conscient Heritage Max ,  Sector 102",102
"3 BHK Flatin Sector 65, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-1828-sq-ft-spid-J78981753,3.8,  M3M Heights,3.4,1828.0,,3 Bedrooms,3 Bathrooms,,"M3M Heights Sector 65, Gurgaon",30th   of 47 Floors,,0 to 1 Year Old,Rapid Metro Sector 56 M3m 65th Avenue Mall Golf Course Extension Road Gurgaon - Delhi Expy DPS International School DPG Institute of Technology Park Hospital Indira Gandhi International Airport Lemon Tree Hotel SkyJumper Trampoline Park PVR Drive in Theatre,"M3m heights is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 65 gurgaon is your opportunity to be a part of this community. Constructed on a super built up area of 1828 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and more than 3 balconies. This ...","['1 Water Purifier', '2 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Stove', '1 Light', '1 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '1 Microwave', '1 Washing Machine', 'No Bed', 'No Sofa', 'No TV', 'No Wardrobe']",Power Back-up Intercom Facility Lift Swimming Pool Park Fitness Centre  GYM Club house  Community Center Water softening plant,J78981753,"3 BHK flat in  M3M Heights ,  Sector 65",65
"2 BHK Flatin Sector 104, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-puri-emerald-bay-sector-104-gurgaon-1700-sq-ft-spid-F79369183,4.2,  Puri Emerald Bay,2.5,1700.0,,2 Bedrooms,3 Bathrooms,Servant Room,"Puri Emerald Bay Sector 104, Gurgaon",13rd   of 29 Floors,North,1 to 5 Year Old,Sector-21 Metro Dwarka Gurgaon Dreamz Mall Dwarka Expressway Chauma Road Delhi Public School DPG Degree College The NorthCap University Chirag Hospital Indira Gandhi International Airport Gurgaon Railway Station Infinity Business Park Park Inn Oyster's Water Park DLF Golf and Country Club,"Check out this 2 bhk apartment for sale in puri emerald bay, a popular residential project that houses in-Demand flats in sector 104 gurgaon. The flat is north-East-Facing. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 3 balconies. All in all, the flat is spread over a super bui...","['3 Fan', '3 Geyser', '3 Light', '1 Modular Kitchen', '1 Chimney', '3 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Security  Fire Alarm Feng Shui  Vaastu Compliant Lift Maintenance Staff Water Storage Separate entry for servant room No open drainage around Piped-gas Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Low Density Society Shopping Centre Fitness Centre  GYM Waste Disposal Rain Water Harvesting Club house  Community Center Water softening plant,F79369183,"2 BHK flat in  Puri Emerald Bay ,  Sector 104",104
"4 BHK Flatin Sector 28, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-silverglades-the-ivy-sector-28-gurgaon-3800-sq-ft-spid-W79935239,,  Silverglades The Ivy,9.5,,3800.0,4 Bedrooms,4 Bathrooms,"Servant Room,Store Room","Silverglades The Ivy Sector 28, Gurgaon",3rd   of 10 Floors,East,10+ Year Old,Iffco Chowk Metro Station Mega Mall Gurgaon Delhi Jaipur Expressway Ascent Public School Save Life Hospital The Westin Gurgaon,"Looking for a 4 bhk property for sale in gurgaon? Buy this 4 bhk flat in silverglades the ivy that is situated in sector 28 gurgaon. This residential flat is east-Facing direction. The floor plan additionally contains 4 bedroom(s), 4 bathrooms and more than 3 balconies. All in all, the flat is sprea...","['1 Water Purifier', '1 Fridge', '8 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '15 Light', '1 Modular Kitchen', '1 Chimney', '7 AC', '1 Curtains', '5 Wardrobe', '1 Microwave', '1 Washing Machine', 'No Bed', 'No Dining Table', 'No Sofa', 'No TV']",Centrally Air Conditioned Water purifier Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Private Garden  Terrace Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Separate entry for servant room No open drainage around Bank Attached Property Piped-gas Internetwi-fi connectivity Recently Renovated Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Low Density Society Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,W79935239,"4 BHK flat in  Silverglades The Ivy ,  Sector 28",28
"3 BHK Flatin Sector 65, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-golfestate-sector-65-gurgaon-2934-sq-ft-r3-spid-J75095341,4.3,  M3M Golfestate,7.25,2934.0,,3 Bedrooms,3 Bathrooms,"Servant Room,Pooja Room","M3M Golfestate Sector 65, Gurgaon",3rd   of 28 Floors,South-East,5 to 10 Year Old,Sector 54 Chowk Metro Station Sahara Mall NH 248A Shiksha Bharti Public School Gurugram University Park Hospital Indira Gandhi International Airport Garhi Harsaru Junction Holiday Inn Express Gurugram,"M3m golfestate in sector 65 gurgaon is a ready-To-Move housing society. It offers apartments and studio apartments in varied budget range. These units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences. There are 2bhk, 3bhk, 4bhk, 5bhk an...","['3 Wardrobe', '6 Fan', '1 Fridge', '4 Geyser', '1 Microwave', '5 Light', '1 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Water purifier Centrally Air Conditioned Security  Fire Alarm Feng Shui  Vaastu Compliant Private Garden  Terrace Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Separate entry for servant room No open drainage around Bank Attached Property Piped-gas Internetwi-fi connectivity Recently Renovated Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Low Density Society Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,J75095341,"3 BHK flat in  M3M Golfestate ,  Sector 65",65
"3 BHK Flatin Sector 102, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-1852-sq-ft-spid-C79632615,3.9,  Shapoorji Pallonji Joyville Gurugram,2.48,,1852.0,3 Bedrooms,3 Bathrooms,"Servant Room,Study Room,Pooja Room","Shapoorji Pallonji Joyville Gurugram Sector 102, Gurgaon",16th   of 26 Floors,East,0 to 1 Year Old,IFFCO Chowk Metro Station The Esplanade Mall by DHOOT GROUP Dwarka Expressway Euro International School The NorthCap University Vibrant Hospital Indira Gandhi International Airport Basai Dhankot Railway Station Hyatt Place Gurgaon Udyog Vihar,"Check out this 3 bhk apartment for sale in shapoorji pallonji joyville gurugram, a popular residential project that houses in-Demand flats in sector 102 gurgaon. This property faces the north-East direction. Constructed on a super built up area of 1852 sq.Ft., the flat comprises 3 bedroom(s), 3 bath...","['1 Fan', '1 Light', '2 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Security  Fire Alarm Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Separate entry for servant room Swimming Pool Park Shopping Centre Fitness Centre  GYM Club house  Community Center Water softening plant,C79632615,"3 BHK flat in  Shapoorji Pallonji Joyville Gurugram ,  Sector 102",102
